t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.63,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.64,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.65,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.66,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.67,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.68,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.69,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.7,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.71,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.72,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.73,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.74,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.75,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.76,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.77,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.78,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.79,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.8,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.81,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.82,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.83,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.84,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.85,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.86,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.87,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.88,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.89,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.9,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.91,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.92,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.93,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.94,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.95,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.96,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.97,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.98,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
0.99,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
1.0,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
1.01,8,0,10,0,0.4444,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
